,area_type,total_sqft,bath,balcony,price,bhk
2080,Super built-up  Area,1760.0,3.0,2.0,67.0,3.0
2082,Super built-up  Area,900.0,2.0,1.0,41.0,2.0
2083,Super built-up  Area,1297.0,2.0,1.0,105.0,2.0
2084,Super built-up  Area,1840.0,3.0,2.0,155.0,3.0
2085,Built-up  Area,950.0,2.0,1.0,50.79,2.0
2087,Carpet  Area,950.0,2.0,1.0,52.0,2.0
2088,Super built-up  Area,1277.5,2.0,0.0,95.815,2.0
2089,Super built-up  Area,1571.0,3.0,2.0,89.0,3.0
2090,Super built-up  Area,1031.0,2.0,1.0,55.0,2.0
2091,Super built-up  Area,1485.0,2.0,1.0,90.0,2.0
2092,Super built-up  Area,1109.0,2.0,1.0,60.0,2.0
2094,Super built-up  Area,950.0,1.0,1.0,50.0,1.0
2098,Super built-up  Area,1003.0,2.0,1.0,40.6,2.0
2100,Super built-up  Area,1080.0,2.0,2.0,37.0,2.0
2101,Super built-up  Area,1255.0,2.0,2.0,73.0,2.0
2102,Super built-up  Area,1250.0,2.0,0.0,60.0,2.0
2103,Plot  Area,1700.0,4.0,1.0,152.0,4.0
2105,Built-up  Area,824.0,2.0,0.0,60.0,2.0
2106,Super built-up  Area,1875.0,3.0,1.0,167.0,3.0
2107,Built-up  Area,1320.0,2.0,1.0,38.12,3.0
2109,Super built-up  Area,1330.0,2.0,1.0,47.0,3.0
2110,Super built-up  Area,1220.0,3.0,2.0,56.0,3.0
2111,Super built-up  Area,1111.0,3.0,1.0,50.0,3.0
2112,Super built-up  Area,1197.0,2.0,1.0,47.88,2.0
2114,Super built-up  Area,1340.0,2.0,1.0,100.0,3.0
2115,Plot  Area,1450.0,3.0,3.0,132.0,4.0
2116,Super built-up  Area,1837.0,3.0,3.0,145.0,3.0
2118,Super built-up  Area,1238.0,2.0,3.0,55.0,2.0
2119,Super built-up  Area,1405.0,2.0,2.0,59.01,3.0
2120,Super built-up  Area,1690.0,3.0,2.0,80.0,4.0
2121,Built-up  Area,1620.0,2.0,1.0,110.0,3.0
2122,Super built-up  Area,1673.0,3.0,2.0,115.0,3.0
2123,Plot  Area,1090.0,2.0,0.0,58.0,2.0
2124,Super built-up  Area,1112.0,2.0,2.0,40.0,2.0
2125,Super built-up  Area,1385.0,2.0,2.0,66.65,3.0
2126,Super built-up  Area,545.0,1.0,1.0,27.0,2.0
2127,Super built-up  Area,985.0,2.0,1.0,58.0,2.0
2128,Super built-up  Area,825.0,1.0,0.0,36.29,1.0
2129,Super built-up  Area,1080.0,2.0,1.0,37.8,2.0
2130,Super built-up  Area,1430.0,2.0,1.0,97.52,2.0
2131,Super built-up  Area,1050.0,2.0,2.0,43.0,2.0
2132,Plot  Area,2000.0,4.0,1.0,139.0,4.0
2134,Built-up  Area,1533.0,3.0,2.0,115.0,3.0
2137,Super built-up  Area,1750.0,3.0,2.0,150.0,3.0
2139,Super built-up  Area,1352.0,2.0,2.0,87.5,2.0
2140,Super built-up  Area,1754.0,3.0,2.0,125.0,3.0
2141,Built-up  Area,1560.0,3.0,2.0,85.0,3.0
2144,Super built-up  Area,1470.0,2.0,1.0,90.0,3.0
2145,Built-up  Area,1035.0,2.0,1.0,45.0,2.0
2147,Built-up  Area,1160.0,2.0,1.0,52.0,2.0
2148,Super built-up  Area,1100.0,2.0,2.0,52.0,2.0
2150,Super built-up  Area,595.0,1.0,1.0,31.83,1.0
2151,Super built-up  Area,1650.0,3.0,2.0,110.0,3.0
2153,Super built-up  Area,800.0,4.0,1.0,80.0,4.0
2154,Super built-up  Area,1375.0,2.0,3.0,48.06,3.0
2155,Super built-up  Area,1235.0,2.0,1.0,46.8,2.0
2156,Super built-up  Area,750.0,1.0,2.0,25.0,1.0
2157,Built-up  Area,1400.0,3.0,1.0,115.0,3.0
2158,Super built-up  Area,1270.0,2.0,2.0,50.79,3.0
2159,Super built-up  Area,1105.0,2.0,1.0,51.0,2.0
2160,Super built-up  Area,1375.0,2.0,3.0,85.0,3.0
2161,Plot  Area,2168.0,4.0,2.0,95.0,4.0
2163,Super built-up  Area,1065.0,2.0,1.0,40.84,2.0
2166,Super built-up  Area,825.0,1.0,1.0,45.0,1.0
2167,Built-up  Area,1095.0,2.0,0.0,40.0,2.0
2168,Plot  Area,720.0,3.0,3.0,65.0,3.0
2169,Super built-up  Area,1440.0,2.0,2.0,60.33,3.0
2170,Super built-up  Area,870.0,2.0,1.0,39.5,2.0
2171,Super built-up  Area,1195.0,2.0,1.0,84.0,2.0
2172,Super built-up  Area,1200.0,2.0,1.0,49.5,2.0
2173,Super built-up  Area,1530.0,3.0,3.0,61.2,3.0
2174,Super built-up  Area,1708.0,2.0,1.0,90.5,3.0
2175,Super built-up  Area,975.0,2.0,1.0,43.0,2.0
2176,Built-up  Area,750.0,2.0,1.0,25.0,2.0
2178,Super built-up  Area,1920.0,3.0,2.0,130.0,3.0
2180,Super built-up  Area,1183.0,2.0,1.0,58.56,2.0
2181,Plot  Area,1140.0,4.0,1.0,90.0,4.0
2182,Super built-up  Area,1550.0,2.0,2.0,65.0,3.0
2183,Super built-up  Area,1110.0,2.0,3.0,53.0,2.0
2185,Super built-up  Area,1105.0,2.0,1.0,38.67,2.0
2186,Plot  Area,1800.0,3.0,2.0,68.0,3.0
2188,Super built-up  Area,1000.0,2.0,2.0,29.9,2.0
2189,Built-up  Area,1190.0,2.0,2.0,68.0,2.0
2192,Super built-up  Area,1929.0,4.0,1.0,103.0,3.0
2193,Built-up  Area,1525.0,3.0,1.0,100.0,3.0
2194,Super built-up  Area,1775.0,3.0,3.0,110.0,3.0
2195,Built-up  Area,1125.0,2.0,1.0,63.0,2.0
2196,Super built-up  Area,900.0,2.0,2.0,42.0,2.0
2197,Super built-up  Area,1155.0,2.0,1.0,58.0,2.0
2198,Built-up  Area,1200.0,4.0,0.0,75.0,4.0
2199,Super built-up  Area,1268.0,2.0,1.0,73.0,2.0
2200,Built-up  Area,1500.0,3.0,2.0,88.0,3.0
2201,Super built-up  Area,630.0,1.0,1.0,47.0,1.0
2202,Super built-up  Area,1525.0,3.0,2.0,65.0,3.0
2203,Super built-up  Area,1060.0,2.0,2.0,48.0,2.0
2204,Super built-up  Area,1687.0,3.0,3.0,127.0,3.0
2205,Super built-up  Area,1847.0,3.0,2.0,123.0,3.0
2206,Super built-up  Area,1410.0,2.0,3.0,53.0,3.0
2207,Super built-up  Area,1075.0,2.0,1.0,42.99,2.0
2210,Built-up  Area,1500.0,2.0,1.0,143.0,3.0
2211,Built-up  Area,1010.0,2.0,2.0,46.0,2.0
2212,Super built-up  Area,1875.0,3.0,3.0,110.0,3.0
2214,Super built-up  Area,983.0,2.0,1.0,50.6,2.0
2215,Super built-up  Area,1101.0,2.0,2.0,65.0,2.0
2216,Super built-up  Area,1140.0,2.0,1.0,76.0,2.0
2217,Super built-up  Area,1215.0,2.0,2.0,110.0,2.0
2218,Super built-up  Area,1007.0,2.0,3.0,42.0,2.0
2220,Built-up  Area,1020.0,3.0,2.0,110.0,3.0
2221,Super built-up  Area,1198.0,2.0,1.0,84.0,2.0
2223,Plot  Area,1470.0,4.0,2.0,34.5,4.0
2224,Built-up  Area,1370.0,2.0,2.0,75.0,2.0
2225,Super built-up  Area,1316.0,2.0,3.0,55.5,2.0
2226,Super built-up  Area,1350.0,3.0,1.0,55.5,3.0
2227,Super built-up  Area,1050.0,2.0,1.0,43.0,2.0
2228,Carpet  Area,1128.76,3.0,0.0,47.405,3.0
2229,Super built-up  Area,921.0,2.0,1.0,34.0,2.0
2230,Super built-up  Area,1010.0,2.0,1.0,49.27,2.0
2231,Super built-up  Area,1015.0,2.0,1.0,43.0,2.0
2232,Plot  Area,1200.0,2.0,0.0,66.5,3.0
2233,Built-up  Area,1179.0,2.0,1.0,75.0,2.0
2234,Built-up  Area,1850.0,4.0,2.0,86.0,4.0
2235,Super built-up  Area,870.0,2.0,1.0,24.0,2.0
2236,Super built-up  Area,1605.0,3.0,2.0,85.0,3.0
2241,Super built-up  Area,1000.0,1.0,1.0,55.0,2.0
2242,Plot  Area,1200.0,2.0,0.0,80.0,2.0
2243,Plot  Area,1200.0,2.0,2.0,125.0,2.0
2244,Plot  Area,1200.0,2.0,1.0,66.0,2.0
2245,Built-up  Area,1200.0,2.0,2.0,50.0,2.0
2246,Super built-up  Area,1255.0,2.0,1.0,57.5,2.0
2247,Super built-up  Area,1085.0,2.0,2.0,30.38,2.0
2249,Super built-up  Area,1313.0,2.0,1.0,58.27,2.0
2250,Super built-up  Area,1934.0,3.0,2.0,150.0,3.0
2253,Super built-up  Area,935.0,2.0,1.0,45.0,2.0
2254,Built-up  Area,877.0,2.0,2.0,30.0,2.0
2255,Super built-up  Area,936.0,2.0,2.0,42.0,2.0
2256,Super built-up  Area,1470.0,2.0,2.0,110.0,3.0
2257,Built-up  Area,1050.0,1.0,1.0,70.0,1.0
2258,Super built-up  Area,1232.0,2.0,0.0,69.61,2.0
2260,Plot  Area,1200.0,2.0,0.0,80.0,3.0
2261,Super built-up  Area,1901.0,3.0,2.0,119.0,3.0
2262,Super built-up  Area,1819.0,3.0,2.0,100.0,3.0
2268,Super built-up  Area,1256.0,2.0,1.0,60.0,2.0
2269,Super built-up  Area,1100.0,2.0,2.0,44.0,2.0
2273,Super built-up  Area,1845.0,4.0,1.0,110.0,3.0
2274,Plot  Area,2400.0,4.0,1.0,130.0,3.0
2276,Super built-up  Area,1200.0,2.0,0.0,60.0,2.0
2279,Built-up  Area,1020.0,2.0,1.0,37.0,2.0
2280,Built-up  Area,515.0,1.0,1.0,25.0,1.0
2281,Super built-up  Area,1893.0,3.0,2.0,140.0,3.0
2283,Built-up  Area,830.0,2.0,0.0,34.0,2.0
2284,Built-up  Area,600.0,2.0,1.0,36.5,2.0
2285,Super built-up  Area,1075.0,2.0,1.0,90.0,3.0
2287,Super built-up  Area,1200.0,2.0,1.0,78.0,2.0
2288,Super built-up  Area,1233.0,2.0,2.0,77.65,2.0
2289,Super built-up  Area,1255.0,2.0,2.0,65.26,2.0
2290,Super built-up  Area,1200.0,2.0,2.0,37.8,2.0
2293,Built-up  Area,740.0,2.0,1.0,34.0,2.0
2294,Super built-up  Area,1250.0,3.0,3.0,48.0,3.0
2295,Super built-up  Area,1210.0,2.0,2.0,40.0,2.0
2296,Super built-up  Area,1525.0,2.0,2.0,60.0,3.0
2297,Built-up  Area,540.0,1.0,0.0,36.0,1.0
2298,Super built-up  Area,1240.0,2.0,1.0,84.0,3.0
2299,Super built-up  Area,1245.0,2.0,1.0,68.0,3.0
2301,Super built-up  Area,1104.0,2.0,0.0,36.43,2.0
2302,Super built-up  Area,1075.0,2.0,1.0,35.99,3.0
2303,Built-up  Area,2200.0,2.0,1.0,55.0,2.0
2304,Super built-up  Area,1155.0,2.0,1.0,60.0,2.0
2305,Super built-up  Area,1520.0,2.0,3.0,62.0,2.0
2307,Super built-up  Area,1290.0,2.0,1.0,85.0,2.0
2311,Built-up  Area,400.0,1.0,0.0,14.0,1.0
2312,Super built-up  Area,1340.0,2.0,3.0,53.6,3.0
2313,Super built-up  Area,900.0,2.0,1.0,95.0,2.0
2315,Super built-up  Area,987.0,2.0,1.0,49.0,2.0
2316,Super built-up  Area,1720.0,3.0,2.0,100.0,3.0
2317,Super built-up  Area,1040.0,2.0,1.0,50.0,2.0
2318,Built-up  Area,900.0,2.0,0.0,64.0,2.0
2319,Built-up  Area,1030.0,2.0,1.0,50.0,2.0
2323,Super built-up  Area,1028.0,2.0,1.0,31.86,2.0
2324,Super built-up  Area,1270.0,2.0,1.0,83.0,2.0
2325,Built-up  Area,1655.0,3.0,1.0,115.0,3.0
2326,Built-up  Area,940.0,2.0,1.0,40.0,2.0
2327,Super built-up  Area,1050.0,2.0,2.0,85.0,2.0
2328,Plot  Area,600.0,4.0,1.0,40.0,4.0
2329,Super built-up  Area,946.0,2.0,1.0,38.0,2.0
2330,Built-up  Area,1726.0,3.0,3.0,145.0,3.0
2332,Super built-up  Area,1404.0,2.0,1.0,75.0,2.0
2333,Super built-up  Area,1525.0,2.0,2.0,48.0,3.0
2334,Super built-up  Area,1025.0,2.0,2.0,57.0,2.0
2336,Built-up  Area,860.0,1.0,1.0,43.0,2.0
2337,Super built-up  Area,1223.0,2.0,1.0,42.81,3.0
2339,Super built-up  Area,1197.0,2.0,1.0,47.8,2.0
2340,Super built-up  Area,1150.0,2.0,1.0,52.75,2.0
2342,Super built-up  Area,1040.0,2.0,2.0,46.0,2.0
2343,Super built-up  Area,1310.0,2.0,2.0,80.0,2.0
2344,Super built-up  Area,1788.0,3.0,2.0,98.34,3.0
2345,Super built-up  Area,1144.0,2.0,2.0,38.55,2.0
2347,Super built-up  Area,1200.0,2.0,2.0,70.0,2.0
2348,Super built-up  Area,1862.0,3.0,2.0,120.0,3.0
2349,Plot  Area,1200.0,2.0,1.0,58.5,2.0
2350,Super built-up  Area,970.0,2.0,2.0,27.0,2.0
2351,Super built-up  Area,1646.0,3.0,2.0,79.5,3.0
2354,Super built-up  Area,1995.0,3.0,2.0,135.0,3.0
2356,Super built-up  Area,1085.0,2.0,1.0,47.74,2.0
2357,Super built-up  Area,1139.0,2.0,2.0,56.8,2.0
2358,Super built-up  Area,1092.0,2.0,2.0,44.0,2.0
2359,Super built-up  Area,1767.0,3.0,2.0,98.0,3.0
2361,Super built-up  Area,1692.0,3.0,2.0,88.0,3.0
2362,Built-up  Area,1645.0,3.0,3.0,100.0,3.0
2363,Super built-up  Area,1345.0,2.0,1.0,57.0,3.0
2364,Super built-up  Area,1100.0,2.0,1.0,60.0,2.0
2365,Super built-up  Area,1408.0,3.0,3.0,62.0,3.0
2369,Super built-up  Area,2072.0,4.0,2.0,150.0,3.0
2370,Super built-up  Area,1420.0,2.0,1.0,158.0,2.0
2371,Plot  Area,2040.0,3.0,2.0,137.0,3.0
2374,Super built-up  Area,1300.0,2.0,1.0,79.0,2.0
2375,Super built-up  Area,1150.0,2.0,2.0,39.0,2.0
2376,Super built-up  Area,1470.0,2.0,2.0,86.0,2.0
2377,Super built-up  Area,1063.0,2.0,1.0,31.9,2.0
2378,Super built-up  Area,1311.0,2.0,2.0,48.0,2.0
2381,Super built-up  Area,1400.0,2.0,2.0,55.0,3.0
2382,Built-up  Area,2200.0,2.0,0.0,62.0,2.0
2385,Built-up  Area,1000.0,2.0,0.0,110.0,3.0
2386,Super built-up  Area,1760.0,3.0,2.0,145.0,3.0
2387,Super built-up  Area,2010.0,3.0,3.0,92.0,3.0
2388,Super built-up  Area,1480.0,2.0,2.0,64.23,3.0
2389,Super built-up  Area,1230.0,2.0,2.0,43.5,3.0
2390,Super built-up  Area,1300.0,3.0,3.0,65.0,3.0
2393,Super built-up  Area,1100.0,2.0,1.0,52.0,2.0
2394,Super built-up  Area,1752.12,3.0,2.0,116.0,3.0
2395,Super built-up  Area,957.0,2.0,1.0,46.9,2.0
2396,Super built-up  Area,790.5,1.0,0.0,41.9,1.0
2397,Built-up  Area,1942.0,3.0,2.0,102.0,3.0
2398,Built-up  Area,1000.0,2.0,2.0,53.0,2.0
2399,Super built-up  Area,668.0,1.0,1.0,36.85,1.0
2402,Super built-up  Area,1089.0,2.0,1.0,43.55,2.0
2404,Super built-up  Area,960.0,2.0,1.0,18.0,1.0
2405,Super built-up  Area,1036.0,2.0,3.0,39.35,2.0
2406,Super built-up  Area,1583.0,3.0,3.0,105.0,3.0
2408,Super built-up  Area,1100.0,2.0,2.0,65.0,2.0
2410,Super built-up  Area,1246.0,2.0,1.0,65.0,2.0
2411,Super built-up  Area,850.0,2.0,3.0,28.0,2.0
2412,Super built-up  Area,1196.0,2.0,2.0,51.51,2.0
2413,Super built-up  Area,1697.0,3.0,2.0,114.0,3.0
2414,Built-up  Area,1000.0,2.0,0.0,64.0,2.0
2415,Super built-up  Area,1567.0,3.0,3.0,90.0,3.0
2418,Super built-up  Area,950.0,2.0,2.0,45.0,2.0
2419,Super built-up  Area,1022.0,2.0,2.0,52.0,2.0
2420,Super built-up  Area,1018.0,2.0,0.0,23.45,2.0
2421,Plot  Area,2000.0,3.0,2.0,25.0,4.0
2422,Super built-up  Area,1322.0,2.0,2.0,68.0,2.0
2423,Plot  Area,1800.0,4.0,2.0,145.0,4.0
2424,Super built-up  Area,1460.0,2.0,2.0,58.39,3.0
2425,Super built-up  Area,990.0,2.0,1.0,44.55,2.0
2427,Super built-up  Area,1635.0,2.0,2.0,85.0,3.0
2432,Super built-up  Area,1533.0,3.0,2.0,85.0,3.0
2433,Super built-up  Area,1720.0,3.0,1.0,134.0,3.0
2435,Super built-up  Area,1185.0,2.0,2.0,75.84,2.0
2436,Super built-up  Area,900.0,2.0,1.0,27.0,2.0
2437,Built-up  Area,395.0,1.0,1.0,10.25,1.0
2438,Super built-up  Area,1031.0,2.0,1.0,56.35,2.0
2443,Super built-up  Area,1259.0,2.0,2.0,57.0,2.0
2444,Built-up  Area,1570.0,3.0,2.0,88.0,3.0
2445,Built-up  Area,1075.0,2.0,1.0,36.0,3.0
2446,Super built-up  Area,1216.0,2.0,1.0,79.0,2.0
2447,Super built-up  Area,1428.0,2.0,2.0,66.0,3.0
2448,Super built-up  Area,1160.0,2.0,2.0,40.59,2.0
2450,Super built-up  Area,1475.0,3.0,2.0,70.0,3.0
2451,Super built-up  Area,1754.0,3.0,2.0,135.0,3.0
2452,Super built-up  Area,1639.0,3.0,1.0,83.0,3.0
2453,Super built-up  Area,1804.0,3.0,2.0,102.0,3.0
2454,Plot  Area,1200.0,3.0,2.0,56.2,3.0
2455,Built-up  Area,1135.0,2.0,3.0,55.0,2.0
2456,Super built-up  Area,1260.0,2.0,2.0,46.62,2.0
2458,Built-up  Area,2160.0,3.0,2.0,160.0,3.0
2460,Super built-up  Area,1220.0,2.0,2.0,59.5,2.0
2462,Super built-up  Area,1300.0,2.0,3.0,65.0,2.0
2463,Super built-up  Area,605.0,1.0,1.0,29.0,1.0
2465,Super built-up  Area,1444.0,2.0,1.0,75.97,2.0
2466,Built-up  Area,924.0,2.0,1.0,45.0,2.0
2467,Super built-up  Area,1000.0,2.0,1.0,30.0,2.0
2470,Super built-up  Area,845.0,2.0,1.0,29.0,2.0
2471,Super built-up  Area,700.0,2.0,1.0,35.0,2.0
2472,Super built-up  Area,1187.0,2.0,2.0,58.0,2.0
2473,Super built-up  Area,1625.0,3.0,2.0,55.0,3.0
2474,Plot  Area,1200.0,2.0,2.0,83.0,2.0
2475,Super built-up  Area,1452.55,2.0,3.0,110.0,2.0
2476,Built-up  Area,2357.0,3.0,2.0,151.0,3.0
2478,Super built-up  Area,1139.0,2.0,2.0,56.85,2.0
2480,Super built-up  Area,1660.0,3.0,3.0,75.0,3.0
2481,Super built-up  Area,1170.0,2.0,3.0,105.0,2.0
2482,Super built-up  Area,1448.0,2.0,2.0,68.0,2.0
2483,Super built-up  Area,1762.0,3.0,3.0,110.0,3.0
2484,Super built-up  Area,1105.0,2.0,1.0,38.65,2.0
2485,Super built-up  Area,1825.0,3.0,1.0,105.0,3.0
2486,Super built-up  Area,296.0,1.0,0.0,22.89,1.0
2488,Super built-up  Area,1185.0,2.0,2.0,43.0,2.0
2490,Super built-up  Area,1058.0,2.0,1.0,48.0,2.0
2491,Super built-up  Area,1220.0,2.0,2.0,60.0,2.0
2492,Super built-up  Area,925.0,2.0,1.0,25.0,2.0
2493,Super built-up  Area,1200.0,2.0,1.0,72.0,2.0
2494,Super built-up  Area,1160.0,2.0,2.0,40.6,3.0
2496,Super built-up  Area,1411.0,3.0,2.0,91.72,3.0
2497,Super built-up  Area,1550.0,3.0,2.0,78.0,3.0
2503,Super built-up  Area,1063.0,2.0,2.0,42.0,2.0
2504,Super built-up  Area,1077.0,2.0,1.0,37.7,2.0
2505,Super built-up  Area,1200.0,3.0,2.0,44.0,2.0
2506,Built-up  Area,1500.0,3.0,2.0,70.0,4.0
2507,Super built-up  Area,1045.0,2.0,2.0,76.77,2.0
2508,Super built-up  Area,1290.0,2.0,3.0,45.15,3.0
2509,Super built-up  Area,1400.0,2.0,1.0,78.0,2.0
2510,Built-up  Area,1600.0,3.0,2.0,58.14,3.0
2512,Super built-up  Area,1545.0,2.0,1.0,58.0,3.0
2513,Super built-up  Area,1680.0,3.0,1.0,112.0,3.0
2514,Built-up  Area,1350.0,2.0,1.0,67.5,2.0
2515,Super built-up  Area,950.0,2.0,1.0,38.0,2.0
2516,Super built-up  Area,1050.0,2.0,2.0,45.0,2.0
2517,Super built-up  Area,1305.0,2.0,2.0,49.0,3.0
2520,Plot  Area,1100.0,3.0,1.0,78.0,3.0
2522,Super built-up  Area,1634.0,3.0,1.0,83.33,3.0
2523,Super built-up  Area,1352.0,2.0,2.0,85.0,2.0
2524,Super built-up  Area,1145.0,2.0,2.0,65.0,2.0
2527,Super built-up  Area,1020.0,2.0,1.0,39.0,2.0
2529,Super built-up  Area,1168.0,2.0,1.0,61.0,2.0
2530,Super built-up  Area,1205.0,2.0,1.0,75.0,2.0
2531,Super built-up  Area,1195.0,2.0,2.0,100.0,2.0
2532,Built-up  Area,1028.0,2.0,1.0,49.0,2.0
2534,Super built-up  Area,1550.0,2.0,2.0,90.0,3.0
2535,Super built-up  Area,1826.0,3.0,2.0,165.0,3.0
2537,Super built-up  Area,1603.0,3.0,2.0,96.0,3.0
2538,Built-up  Area,1350.0,3.0,1.0,72.0,3.0
2539,Built-up  Area,714.0,1.0,1.0,28.0,1.0
2540,Super built-up  Area,1215.0,2.0,3.0,65.0,2.0
2541,Built-up  Area,1405.0,2.0,2.0,77.0,3.0
2542,Super built-up  Area,1142.0,2.0,1.0,51.0,2.0
2544,Super built-up  Area,1870.0,3.0,2.0,90.0,3.0
2545,Super built-up  Area,1313.0,2.0,2.0,73.0,2.0
2546,Built-up  Area,1945.0,3.0,3.0,120.0,3.0
2547,Super built-up  Area,1573.0,3.0,2.0,95.0,3.0
2548,Super built-up  Area,1255.0,2.0,1.0,92.0,2.0
2549,Super built-up  Area,1400.0,3.0,2.0,91.15,4.0
2550,Super built-up  Area,1235.0,2.0,2.0,43.63,2.0
2551,Super built-up  Area,1380.0,2.0,1.0,52.0,3.0
2554,Super built-up  Area,1465.0,2.0,3.0,74.72,3.0
2555,Super built-up  Area,1418.0,2.0,2.0,103.0,2.0
2556,Super built-up  Area,1650.0,3.0,1.0,165.0,3.0
2557,Built-up  Area,351.0,1.0,1.0,16.0,1.0
2558,Super built-up  Area,1279.0,2.0,2.0,48.0,2.0
2562,Plot  Area,1550.0,2.0,1.0,150.0,3.0
2564,Super built-up  Area,1845.0,2.0,1.0,68.27,3.0
2565,Super built-up  Area,1360.0,2.0,1.0,59.27,3.0
2566,Built-up  Area,1150.0,2.0,1.0,75.0,3.0
2567,Super built-up  Area,1260.0,2.0,2.0,49.5,2.0
2568,Plot  Area,1200.0,3.0,1.0,74.0,3.0
2569,Built-up  Area,965.0,2.0,1.0,42.5,2.0
2571,Super built-up  Area,1447.0,2.0,1.0,75.97,2.0
2572,Super built-up  Area,1229.0,3.0,1.0,86.03,3.0
2573,Super built-up  Area,1027.0,2.0,2.0,43.0,2.0
2574,Super built-up  Area,1153.0,2.0,1.0,48.5,2.0
2576,Super built-up  Area,1065.0,2.0,2.0,50.0,2.0
2577,Built-up  Area,1030.0,2.0,3.0,61.0,2.0
2578,Super built-up  Area,1340.0,2.0,2.0,61.0,2.0
2580,Built-up  Area,600.0,1.0,0.0,32.0,1.0
2581,Super built-up  Area,1410.0,2.0,3.0,44.42,3.0
2582,Super built-up  Area,1055.0,2.0,2.0,45.35,2.0
2583,Super built-up  Area,1304.0,2.0,1.0,79.0,2.0
2585,Built-up  Area,990.0,2.0,1.0,31.5,2.0
2586,Super built-up  Area,1035.0,2.0,1.0,39.33,2.0
2587,Super built-up  Area,700.0,1.0,0.0,30.09,1.0
2588,Super built-up  Area,1120.0,2.0,2.0,43.0,2.0
2589,Super built-up  Area,1300.0,2.0,2.0,73.0,2.0
2590,Super built-up  Area,1239.0,2.0,1.0,82.0,2.0
2592,Super built-up  Area,1365.0,2.0,1.0,92.0,2.0
2593,Super built-up  Area,1165.0,2.0,1.0,135.0,2.0
2594,Super built-up  Area,1130.0,2.0,3.0,45.19,3.0
2595,Super built-up  Area,1776.42,3.0,2.0,105.0,3.0
2598,Super built-up  Area,1107.0,2.0,2.0,33.0,2.0
2600,Super built-up  Area,1520.0,3.0,3.0,80.0,3.0
2601,Super built-up  Area,1536.0,3.0,1.0,89.0,3.0
2603,Super built-up  Area,1050.0,2.0,1.0,38.0,2.0
2604,Super built-up  Area,1850.0,3.0,2.0,146.0,3.0
2605,Super built-up  Area,1112.0,2.0,2.0,62.0,2.0
2606,Super built-up  Area,1535.0,3.0,2.0,72.5,3.0
2607,Built-up  Area,1050.0,2.0,1.0,35.0,2.0
2609,Super built-up  Area,1250.0,3.0,2.0,65.0,3.0
2610,Super built-up  Area,1187.0,2.0,3.0,52.0,2.0
2611,Built-up  Area,1164.0,2.0,1.0,56.0,2.0
2612,Super built-up  Area,1395.0,2.0,1.0,62.78,3.0
2614,Super built-up  Area,1450.0,3.0,3.0,60.91,3.0
2615,Super built-up  Area,1550.0,3.0,2.0,82.0,3.0
2616,Super built-up  Area,1315.0,2.0,2.0,90.0,2.0
2618,Super built-up  Area,1210.0,2.0,2.0,72.0,2.0
2619,Super built-up  Area,1075.0,2.0,1.0,47.0,3.0
2621,Super built-up  Area,1215.0,3.0,1.0,42.2,3.0
2622,Built-up  Area,1470.0,2.0,2.0,75.0,3.0
2625,Super built-up  Area,1050.0,2.0,1.0,36.75,2.0
2626,Super built-up  Area,1306.0,2.0,1.0,55.91,2.0
2628,Built-up  Area,1445.0,3.0,2.0,64.0,3.0
2629,Super built-up  Area,1220.0,3.0,2.0,58.0,3.0
2631,Super built-up  Area,1215.0,2.0,1.0,51.26,2.0
2632,Built-up  Area,1920.0,2.0,1.0,88.0,3.0
2633,Super built-up  Area,1390.0,2.0,2.0,60.0,2.0
2634,Plot  Area,800.0,2.0,1.0,75.0,3.0
2636,Super built-up  Area,1196.0,2.0,0.0,71.74,2.0
2637,Super built-up  Area,1550.0,2.0,2.0,75.0,3.0
2638,Super built-up  Area,1418.0,2.0,2.0,101.0,2.0
2639,Super built-up  Area,1655.0,3.0,2.0,115.0,3.0
2640,Built-up  Area,1115.0,2.0,2.0,33.45,2.0
2641,Super built-up  Area,1170.0,2.0,2.0,68.0,2.0
2642,Super built-up  Area,1035.0,2.0,2.0,38.3,2.0
2643,Super built-up  Area,1306.0,2.0,2.0,58.0,3.0
2644,Super built-up  Area,750.0,2.0,2.0,22.0,2.0
2645,Super built-up  Area,1917.0,3.0,3.0,122.0,3.0
2646,Super built-up  Area,1615.0,3.0,3.0,58.0,3.0
2647,Super built-up  Area,1071.0,2.0,2.0,52.25,2.0
2648,Super built-up  Area,1325.0,2.0,2.0,119.0,2.0
2650,Super built-up  Area,1400.0,2.0,1.0,88.0,3.0
2651,Super built-up  Area,1246.0,2.0,1.0,82.0,2.0
2652,Built-up  Area,1215.0,2.0,0.0,40.0,2.0
2653,Super built-up  Area,1200.0,2.0,2.0,49.5,2.0
2654,Plot  Area,450.0,3.0,1.0,53.0,4.0
2656,Built-up  Area,945.0,2.0,2.0,50.0,2.0
2658,Super built-up  Area,1175.0,2.0,1.0,52.0,2.0
2659,Super built-up  Area,920.0,2.0,1.0,63.0,2.0
2661,Plot  Area,1600.0,2.0,2.0,110.0,2.0
2664,Built-up  Area,955.0,1.0,2.0,34.01,2.0
2665,Super built-up  Area,1750.0,3.0,3.0,100.0,3.0
2666,Super built-up  Area,1425.0,2.0,2.0,64.0,3.0
2668,Super built-up  Area,1165.0,2.0,1.0,40.5,2.0
2669,Super built-up  Area,1050.0,2.0,2.0,48.0,2.0
